icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid,ctf_low,ctf_high,ctp_low,ctp_high,blmult
,,,190425_194535_102_j01,,,27.65,-101.57,747,green,190425_194535_102_j01,0,2,879,448,0.89
,,,190425_194535_103_j01,,,27.75,-101.08,373,green,190425_194535_103_j01,0,2,919,316,0.38
,,,190425_194535_104_j01,,,27.84,-100.59,360,green,190425_194535_104_j01,0,3,921,315,0.44
,,,190425_194535_105_j01,,,27.93,-100.11,209,green,190425_194535_105_j01,0,2,938,188,1.05
,,,190425_194535_106_j01,,,28.01,-99.63,202,green,190425_194535_106_j01,1,2,924,254,1.08
,,,190425_194535_107_j01,,,28.1,-99.14,125,green,190425_194535_107_j01,0,1,947,96,0.4
,,,190425_194535_108_j01,,,28.18,-98.65,115,green,190425_194535_108_j01,4,2,912,340,0.45
,,,190425_194535_109_j01,,,28.27,-98.15,77,green,190425_194535_109_j01,0,1,953,181,0.61
,,,190425_194535_110_j01,,,28.35,-97.63,53,green,190425_194535_110_j01,0,1,956,242,0.71
,,,190425_194535_111_j01,,,28.44,-97.1,16,green,190425_194535_111_j01,0,1,960,103,0.86
,,,190425_194535_112_j01,,,28.52,-96.53,2,green,190425_194535_112_j01,0,0,962,150,0.92
,,,190425_194535_113_j01,,,28.61,-95.93,1,green,190425_194535_113_j01,0,1,962,328,0.92
,,,190425_194535_114_j01,,,28.7,-95.28,0,green,190425_194535_114_j01,0,1,962,100,0.92
,,,190425_194535_115_j01,,,28.79,-94.58,0,green,190425_194535_115_j01,0,0,961,295,0.91
,,,190425_194535_116_j01,,,28.89,-93.81,0,green,190425_194535_116_j01,0,0,961,292,0.9
,,,190425_194535_117_j01,,,29.0,-92.95,0,green,190425_194535_117_j01,0,1,960,155,0.87
,,,190425_194535_118_j01,,,29.1,-91.96,0,green,190425_194535_118_j01,80,3,774,465,0.84
,,,190425_194535_119_j01,,,29.22,-90.81,0,red,190425_194535_119_j01,35,59,694,180,0.83
,,,190425_194535_120_j01,,,29.34,-89.42,0,red,190425_194535_120_j01,0,77,960,164,0.87
,,,190425_194607_001_j01,,,26.3,-110.1,0,green,190425_194607_001_j01,0,7,962,314,0.94
,,,190425_194607_002_j01,,,26.61,-108.8,223,green,190425_194607_002_j01,15,9,917,300,0.97
,,,190425_194607_003_j01,,,26.86,-107.71,1435,green,190425_194607_003_j01,0,3,808,361,0.21
,,,190425_194607_004_j01,,,27.07,-106.77,2178,green,190425_194607_004_j01,0,2,737,381,0.37
,,,190425_194607_005_j01,,,27.25,-105.94,1659,green,190425_194607_005_j01,0,2,786,283,0.34
,,,190425_194607_006_j01,,,27.41,-105.2,1391,green,190425_194607_006_j01,0,4,688,349,0.38
,,,190425_194607_007_j01,,,27.56,-104.52,1485,green,190425_194607_007_j01,0,4,678,359,1.01
,,,190425_194607_008_j01,,,27.69,-103.89,1393,green,190425_194607_008_j01,1,4,753,308,0.37
,,,190425_194607_009_j01,,,27.81,-103.3,1173,green,190425_194607_009_j01,0,1,834,309,0.22
,,,190425_194607_010_j01,,,27.92,-102.75,1338,green,190425_194607_010_j01,0,3,818,387,0.58
,,,190425_194607_011_j01,,,28.02,-102.22,1372,yellow,190425_194607_011_j01,0,4,814,475,0.45
,,,190425_194607_012_j01,,,28.12,-101.7,685,green,190425_194607_012_j01,0,0,885,295,1.15
,,,190425_194607_013_j01,,,28.21,-101.21,495,green,190425_194607_013_j01,0,2,906,350,0.89
,,,190425_194607_014_j01,,,28.31,-100.72,362,yellow,190425_194607_014_j01,0,1,921,208,0.43
,,,190425_194607_015_j01,,,28.39,-100.23,231,green,190425_194607_015_j01,0,2,935,243,0.97
,,,190425_194607_016_j01,,,28.48,-99.75,179,green,190425_194607_016_j01,0,2,941,245,0.18
,,,190425_194607_017_j01,,,28.57,-99.27,154,green,190425_194607_017_j01,0,0,944,206,0.28
,,,190425_194607_018_j01,,,28.65,-98.77,125,green,190425_194607_018_j01,0,0,947,171,0.4
,,,190425_194607_019_j01,,,28.73,-98.27,95,green,190425_194607_019_j01,0,1,951,241,0.53
,,,190425_194607_020_j01,,,28.82,-97.75,102,green,190425_194607_020_j01,0,1,950,167,0.5
,,,190425_194607_021_j01,,,28.9,-97.21,57,green,190425_194607_021_j01,0,1,955,126,0.69
,,,190425_194607_022_j01,,,28.99,-96.64,21,green,190425_194607_022_j01,0,1,959,274,0.84
,,,190425_194607_023_j01,,,29.08,-96.04,17,green,190425_194607_023_j01,0,1,960,213,0.85
,,,190425_194607_024_j01,,,29.17,-95.39,5,green,190425_194607_024_j01,0,2,961,235,0.88
,,,190425_194607_025_j01,,,29.26,-94.68,0,green,190425_194607_025_j01,0,3,961,476,0.89
,,,190425_194607_026_j01,,,29.36,-93.91,0,green,190425_194607_026_j01,0,0,961,90,0.88
,,,190425_194607_027_j01,,,29.46,-93.04,0,green,190425_194607_027_j01,0,0,960,317,0.85
,,,190425_194607_028_j01,,,29.57,-92.05,0,green,190425_194607_028_j01,48,0,716,406,0.81
,,,190425_194607_029_j01,,,29.69,-90.89,1,red,190425_194607_029_j01,23,40,520,205,0.81
,,,190425_194607_030_j01,,,29.81,-89.5,0,red,190425_194607_030_j01,44,0,775,300,0.86
,,,190425_194607_031_j01,,,26.76,-110.26,1,green,190425_194607_031_j01,0,6,962,277,0.92
,,,190425_194607_032_j01,,,27.07,-108.96,451,yellow,190425_194607_032_j01,0,3,910,290,1.05
,,,190425_194607_033_j01,,,27.32,-107.87,1749,green,190425_194607_033_j01,0,2,778,320,1.01
,,,190425_194607_034_j01,,,27.53,-106.92,2106,green,190425_194607_034_j01,0,1,744,303,0.64
,,,190425_194607_035_j01,,,27.72,-106.09,1602,green,190425_194607_035_j01,0,2,792,345,0.56
,,,190425_194607_036_j01,,,27.88,-105.34,1315,green,190425_194607_036_j01,0,3,695,319,0.67
,,,190425_194607_037_j01,,,28.02,-104.66,1430,green,190425_194607_037_j01,0,2,809,263,0.22
,,,190425_194607_038_j01,,,28.15,-104.03,1409,green,190425_194607_038_j01,0,2,792,270,0.3
,,,190425_194607_039_j01,,,28.27,-103.44,1266,yellow,190425_194607_039_j01,0,3,825,415,0.85
,,,190425_194607_040_j01,,,28.38,-102.88,1173,green,190425_194607_040_j01,5,4,781,417,0.23
,,,190425_194607_041_j01,,,28.49,-102.35,1479,green,190425_194607_041_j01,0,22,729,538,1.04
,,,190425_194607_042_j01,,,28.59,-101.84,931,green,190425_194607_042_j01,0,7,859,414,1.17
,,,190425_194607_043_j01,,,28.68,-101.34,633,yellow,190425_194607_043_j01,0,2,891,303,0.35
,,,190425_194607_044_j01,,,28.77,-100.85,321,green,190425_194607_044_j01,0,1,925,278,0.6
,,,190425_194607_045_j01,,,28.86,-100.36,246,green,190425_194607_045_j01,0,2,934,385,0.91
,,,190425_194607_046_j01,,,28.95,-99.88,225,green,190425_194607_046_j01,0,3,936,382,1.0
,,,190425_194607_047_j01,,,29.03,-99.39,216,green,190425_194607_047_j01,0,3,937,361,1.03
,,,190425_194607_048_j01,,,29.12,-98.89,203,green,190425_194607_048_j01,0,2,938,240,1.08
,,,190425_194607_049_j01,,,29.2,-98.39,161,green,190425_194607_049_j01,0,1,943,315,0.25
,,,190425_194607_050_j01,,,29.29,-97.87,132,green,190425_194607_050_j01,0,1,946,134,0.37
,,,190425_194607_051_j01,,,29.37,-97.32,90,green,190425_194607_051_j01,0,1,951,126,0.54
,,,190425_194607_052_j01,,,29.46,-96.75,69,green,190425_194607_052_j01,0,1,954,213,0.63
,,,190425_194607_053_j01,,,29.55,-96.14,39,green,190425_194607_053_j01,0,1,957,217,0.75
,,,190425_194607_054_j01,,,29.64,-95.49,19,green,190425_194607_054_j01,0,1,959,222,0.82
,,,190425_194607_055_j01,,,29.73,-94.79,4,green,190425_194607_055_j01,0,1,960,324,0.86
,,,190425_194607_056_j01,,,29.83,-94.01,1,green,190425_194607_056_j01,0,5,960,515,0.85
,,,190425_194607_057_j01,,,29.93,-93.13,1,green,190425_194607_057_j01,0,1,959,285,0.82
,,,190425_194607_058_j01,,,30.04,-92.14,3,green,190425_194607_058_j01,0,6,958,447,0.78
,,,190425_194607_059_j01,,,30.16,-90.98,2,green,190425_194607_059_j01,0,26,958,261,0.78
,,,190425_194607_060_j01,,,30.28,-89.58,7,red,190425_194607_060_j01,0,0,959,300,0.83
,,,190425_194607_061_j01,,,27.21,-110.43,10,green,190425_194607_061_j01,0,4,960,234,0.88
,,,190425_194607_062_j01,,,27.53,-109.12,514,green,190425_194607_062_j01,0,2,903,307,0.79
,,,190425_194607_063_j01,,,27.78,-108.03,1978,green,190425_194607_063_j01,0,4,755,392,1.1
,,,190425_194607_064_j01,,,27.99,-107.08,2229,green,190425_194607_064_j01,2,2,667,376,1.18
,,,190425_194607_065_j01,,,28.18,-106.24,1682,green,190425_194607_065_j01,0,2,784,265,0.26
,,,190425_194607_066_j01,,,28.34,-105.49,1247,green,190425_194607_066_j01,2,2,697,260,0.93
,,,190425_194607_067_j01,,,28.48,-104.81,1445,green,190425_194607_067_j01,0,10,682,430,1.16
,,,190425_194607_068_j01,,,28.61,-104.18,1449,green,190425_194607_068_j01,0,3,751,315,1.15
,,,190425_194607_069_j01,,,28.73,-103.58,1255,yellow,190425_194607_069_j01,5,5,654,446,0.91
,,,190425_194607_070_j01,,,28.85,-103.02,911,green,190425_194607_070_j01,0,3,861,327,0.25
,,,190425_194607_071_j01,,,28.95,-102.49,1401,green,190425_194607_071_j01,5,7,737,471,0.33
,,,190425_194607_072_j01,,,29.05,-101.97,1320,green,190425_194607_072_j01,0,4,820,443,0.65
,,,190425_194607_073_j01,,,29.15,-101.47,636,green,190425_194607_073_j01,0,1,891,276,0.33
,,,190425_194607_074_j01,,,29.24,-100.98,338,green,190425_194607_074_j01,0,1,923,258,0.53
,,,190425_194607_075_j01,,,29.33,-100.49,354,green,190425_194607_075_j01,0,1,922,182,0.47
,,,190425_194607_076_j01,,,29.42,-100.0,410,green,190425_194607_076_j01,0,0,915,134,0.25
,,,190425_194607_077_j01,,,29.5,-99.51,403,green,190425_194607_077_j01,0,1,916,170,0.27
,,,190425_194607_078_j01,,,29.59,-99.02,381,green,190425_194607_078_j01,0,1,918,170,0.35
,,,190425_194607_079_j01,,,29.67,-98.51,332,green,190425_194607_079_j01,0,2,924,357,0.55
,,,190425_194607_080_j01,,,29.76,-97.98,206,green,190425_194607_080_j01,0,1,938,243,1.06
,,,190425_194607_081_j01,,,29.84,-97.44,135,green,190425_194607_081_j01,0,1,946,142,0.35
,,,190425_194607_082_j01,,,29.93,-96.86,107,green,190425_194607_082_j01,0,1,949,170,0.47
,,,190425_194607_083_j01,,,30.02,-96.25,78,green,190425_194607_083_j01,0,1,953,173,0.59
,,,190425_194607_084_j01,,,30.11,-95.6,51,green,190425_194607_084_j01,0,1,955,248,0.69
,,,190425_194607_085_j01,,,30.2,-94.89,24,green,190425_194607_085_j01,0,2,958,294,0.78
,,,190425_194607_086_j01,,,30.3,-94.1,14,green,190425_194607_086_j01,0,4,958,384,0.79
,,,190425_194607_087_j01,,,30.4,-93.23,14,green,190425_194607_087_j01,0,0,957,505,0.76
,,,190425_194607_088_j01,,,30.51,-92.23,11,green,190425_194607_088_j01,0,8,957,517,0.74
,,,190425_194607_089_j01,,,30.62,-91.06,25,green,190425_194607_089_j01,16,9,638,235,0.68
,,,190425_194607_090_j01,,,30.74,-89.65,44,red,190425_194607_090_j01,15,6,924,300,0.66
,,,190425_194607_091_j01,,,27.66,-110.6,51,yellow,190425_194607_091_j01,0,5,955,251,0.7
,,,190425_194607_092_j01,,,27.98,-109.29,694,green,190425_194607_092_j01,0,4,884,348,1.1
,,,190425_194607_093_j01,,,28.24,-108.19,1959,green,190425_194607_093_j01,0,4,757,412,0.2
,,,190425_194607_094_j01,,,28.45,-107.24,2194,green,190425_194607_094_j01,0,0,735,442,0.3
,,,190425_194607_095_j01,,,28.64,-106.4,1889,green,190425_194607_095_j01,0,8,764,402,0.46
,,,190425_194607_096_j01,,,28.8,-105.64,1271,green,190425_194607_096_j01,0,4,687,317,0.84
,,,190425_194607_097_j01,,,28.95,-104.96,1210,green,190425_194607_097_j01,0,2,830,261,1.07
,,,190425_194607_098_j01,,,29.08,-104.32,1362,green,190425_194607_098_j01,0,4,815,381,0.49
,,,190425_194607_099_j01,,,29.2,-103.73,994,green,190425_194607_099_j01,0,3,853,315,0.92
,,,190425_194607_100_j01,,,29.31,-103.16,986,green,190425_194607_100_j01,4,3,816,389,0.94
,,,190425_194607_101_j01,,,29.42,-102.63,955,green,190425_194607_101_j01,0,2,857,384,1.07
,,,190425_194607_102_j01,,,29.52,-102.11,830,green,190425_194607_102_j01,0,2,870,379,0.56
,,,190425_194607_103_j01,,,29.61,-101.6,493,green,190425_194607_103_j01,0,1,906,285,0.9
,,,190425_194607_104_j01,,,29.71,-101.11,436,green,190425_194607_104_j01,0,1,912,170,1.14
,,,190425_194607_105_j01,,,29.8,-100.62,576,green,190425_194607_105_j01,0,1,897,327,0.58
,,,190425_194607_106_j01,,,29.88,-100.13,640,green,190425_194607_106_j01,0,1,890,261,0.32
,,,190425_194607_107_j01,,,29.97,-99.64,657,green,190425_194607_107_j01,0,1,888,170,0.25
,,,190425_194607_108_j01,,,30.06,-99.14,561,green,190425_194607_108_j01,0,0,899,170,0.63
,,,190425_194607_109_j01,,,30.14,-98.63,477,green,190425_194607_109_j01,0,1,908,170,0.97
,,,190425_194607_110_j01,,,30.23,-98.1,312,green,190425_194607_110_j01,0,1,926,234,0.62
,,,190425_194607_111_j01,,,30.31,-97.55,175,green,190425_194607_111_j01,0,1,941,258,0.18
,,,190425_194607_112_j01,,,30.4,-96.98,132,green,190425_194607_112_j01,0,1,946,197,0.36
,,,190425_194607_113_j01,,,30.49,-96.36,83,green,190425_194607_113_j01,0,1,925,170,0.56
,,,190425_194607_114_j01,,,30.58,-95.71,92,green,190425_194607_114_j01,0,0,951,254,0.52
,,,190425_194607_115_j01,,,30.67,-94.99,69,green,190425_194607_115_j01,0,12,953,543,0.59
,,,190425_194607_116_j01,,,30.77,-94.2,56,green,190425_194607_116_j01,0,24,953,679,0.62
,,,190425_194607_117_j01,,,30.87,-93.32,53,green,190425_194607_117_j01,0,0,953,361,0.61
,,,190425_194607_118_j01,,,30.98,-92.32,25,green,190425_194607_118_j01,0,9,955,570,0.68
,,,190425_194607_119_j01,,,31.09,-91.14,65,green,190425_194607_119_j01,20,0,721,383,0.51
,,,190425_194607_120_j01,,,31.21,-89.73,83,red,190425_194607_120_j01,6,74,476,175,0.48
,,,190425_194639_001_j01,,,28.12,-110.77,143,yellow,190425_194639_001_j01,0,0,945,381,0.31
,,,190425_194639_002_j01,,,28.44,-109.45,720,green,190425_194639_002_j01,0,2,881,318,0.98
,,,190425_194639_003_j01,,,28.7,-108.35,1841,green,190425_194639_003_j01,0,1,768,324,0.63
,,,190425_194639_004_j01,,,28.91,-107.39,2122,green,190425_194639_004_j01,0,4,742,358,0.57
,,,190425_194639_005_j01,,,29.1,-106.55,2007,yellow,190425_194639_005_j01,0,12,753,515,1.01
,,,190425_194639_006_j01,,,29.26,-105.8,1348,green,190425_194639_006_j01,1,3,742,294,0.53
,,,190425_194639_007_j01,,,29.41,-105.11,1238,green,190425_194639_007_j01,0,2,828,309,0.96
,,,190425_194639_008_j01,,,29.54,-104.47,949,green,190425_194639_008_j01,0,3,857,307,1.09
,,,190425_194639_009_j01,,,29.66,-103.87,1172,yellow,190425_194639_009_j01,0,12,834,545,0.21
,,,190425_194639_010_j01,,,29.78,-103.31,1070,green,190425_194639_010_j01,4,18,722,521,0.6
,,,190425_194639_011_j01,,,29.88,-102.77,899,green,190425_194639_011_j01,0,14,862,494,0.28
,,,190425_194639_012_j01,,,29.99,-102.24,678,green,190425_194639_012_j01,0,4,886,379,1.15
,,,190425_194639_013_j01,,,30.08,-101.74,584,green,190425_194639_013_j01,0,1,896,170,0.53
,,,190425_194639_014_j01,,,30.17,-101.24,603,green,190425_194639_014_j01,0,1,894,263,0.47
,,,190425_194639_015_j01,,,30.26,-100.75,639,green,190425_194639_015_j01,0,1,890,269,0.33
,,,190425_194639_016_j01,,,30.35,-100.26,685,green,190425_194639_016_j01,0,1,885,170,1.14
,,,190425_194639_017_j01,,,30.44,-99.76,615,green,190425_194639_017_j01,0,1,893,170,0.41
,,,190425_194639_018_j01,,,30.52,-99.26,542,green,190425_194639_018_j01,0,0,901,170,0.71
,,,190425_194639_019_j01,,,30.61,-98.75,416,green,190425_194639_019_j01,0,1,914,178,0.21
,,,190425_194639_020_j01,,,30.7,-98.22,342,green,190425_194639_020_j01,0,1,922,275,0.5
,,,190425_194639_021_j01,,,30.78,-97.67,246,green,190425_194639_021_j01,0,4,933,408,0.88
,,,190425_194639_022_j01,,,30.87,-97.09,131,green,190425_194639_022_j01,0,1,946,170,0.35
,,,190425_194639_023_j01,,,30.96,-96.47,106,green,190425_194639_023_j01,0,1,949,198,0.46
,,,190425_194639_024_j01,,,31.05,-95.81,82,green,190425_194639_024_j01,0,1,952,220,0.56
,,,190425_194639_025_j01,,,31.14,-95.09,76,green,190425_194639_025_j01,0,10,952,404,0.56
,,,190425_194639_026_j01,,,31.24,-94.3,68,green,190425_194639_026_j01,0,6,952,371,0.57
,,,190425_194639_027_j01,,,31.34,-93.42,76,green,190425_194639_027_j01,0,0,950,320,0.51
,,,190425_194639_028_j01,,,31.45,-92.41,34,green,190425_194639_028_j01,0,0,954,363,0.65
,,,190425_194639_029_j01,,,31.56,-91.23,60,green,190425_194639_029_j01,25,4,805,508,0.52
,,,190425_194639_030_j01,,,31.68,-89.8,103,red,190425_194639_030_j01,27,52,317,190,0.38
,,,190425_194639_031_j01,,,28.57,-110.95,211,yellow,190425_194639_031_j01,20,1,931,304,1.03
,,,190425_194639_032_j01,,,28.89,-109.62,679,green,190425_194639_032_j01,0,2,885,291,1.14
,,,190425_194639_033_j01,,,29.15,-108.51,1622,green,190425_194639_033_j01,0,3,789,321,0.46
,,,190425_194639_034_j01,,,29.37,-107.56,2131,green,190425_194639_034_j01,0,3,741,382,0.54
,,,190425_194639_035_j01,,,29.56,-106.71,1917,green,190425_194639_035_j01,0,6,761,404,0.36
,,,190425_194639_036_j01,,,29.72,-105.95,1424,green,190425_194639_036_j01,0,4,684,301,0.24
,,,190425_194639_037_j01,,,29.87,-105.26,1453,green,190425_194639_037_j01,0,2,806,221,1.13
,,,190425_194639_038_j01,,,30.0,-104.62,1290,green,190425_194639_038_j01,0,29,530,470,0.75
,,,190425_194639_039_j01,,,30.13,-104.02,1452,green,190425_194639_039_j01,0,12,806,506,1.12
,,,190425_194639_040_j01,,,30.24,-103.45,1409,green,190425_194639_040_j01,4,29,789,544,0.28
,,,190425_194639_041_j01,,,30.35,-102.91,1285,green,190425_194639_041_j01,0,11,823,491,0.77
,,,190425_194639_042_j01,,,30.45,-102.38,956,green,190425_194639_042_j01,0,1,856,221,1.06
,,,190425_194639_043_j01,,,30.55,-101.87,740,green,190425_194639_043_j01,0,1,879,197,0.91
,,,190425_194639_044_j01,,,30.64,-101.37,737,green,190425_194639_044_j01,0,1,880,170,0.93
,,,190425_194639_045_j01,,,30.73,-100.88,720,green,190425_194639_045_j01,0,1,881,170,1.0
,,,190425_194639_046_j01,,,30.82,-100.39,714,green,190425_194639_046_j01,0,1,882,170,1.02
,,,190425_194639_047_j01,,,30.91,-99.89,657,green,190425_194639_047_j01,0,1,888,170,0.25
,,,190425_194639_048_j01,,,30.99,-99.39,556,green,190425_194639_048_j01,0,1,899,180,0.65
,,,190425_194639_049_j01,,,31.08,-98.87,460,green,190425_194639_049_j01,0,1,909,275,1.03
,,,190425_194639_050_j01,,,31.16,-98.34,385,green,190425_194639_050_j01,0,1,918,177,0.33
,,,190425_194639_051_j01,,,31.25,-97.78,278,green,190425_194639_051_j01,0,1,929,264,0.75
,,,190425_194639_052_j01,,,31.34,-97.2,167,green,190425_194639_052_j01,0,1,942,249,0.21
,,,190425_194639_053_j01,,,31.43,-96.58,139,green,190425_194639_053_j01,0,1,945,241,0.32
,,,190425_194639_054_j01,,,31.52,-95.92,105,green,190425_194639_054_j01,0,1,949,268,0.45
,,,190425_194639_055_j01,,,31.61,-95.2,107,green,190425_194639_055_j01,0,8,948,326,0.43
,,,190425_194639_056_j01,,,31.71,-94.4,101,green,190425_194639_056_j01,12,31,589,261,0.44
,,,190425_194639_057_j01,,,31.81,-93.51,64,green,190425_194639_057_j01,44,0,631,228,0.56
,,,190425_194639_058_j01,,,31.92,-92.5,47,green,190425_194639_058_j01,11,29,843,666,0.59
,,,190425_194639_059_j01,,,32.03,-91.31,33,green,190425_194639_059_j01,35,1,743,516,0.62
,,,190425_194639_060_j01,,,32.15,-89.88,112,green,190425_194639_060_j01,26,47,634,231,0.32
,,,190425_194639_061_j01,,,29.02,-111.12,226,green,190425_194639_061_j01,0,0,935,333,0.98
,,,190425_194639_062_j01,,,29.35,-109.79,749,green,190425_194639_062_j01,0,1,878,284,0.88
,,,190425_194639_063_j01,,,29.61,-108.68,1550,yellow,190425_194639_063_j01,0,3,797,329,0.78
,,,190425_194639_064_j01,,,29.83,-107.72,1964,green,190425_194639_064_j01,0,18,757,541,1.19
,,,190425_194639_065_j01,,,30.02,-106.87,1538,green,190425_194639_065_j01,0,3,798,295,0.8
,,,190425_194639_066_j01,,,30.19,-106.1,1455,green,190425_194639_066_j01,1,2,717,300,1.12
,,,190425_194639_067_j01,,,30.33,-105.41,1322,yellow,190425_194639_067_j01,0,4,819,421,0.62
,,,190425_194639_068_j01,,,30.47,-104.77,1236,green,190425_194639_068_j01,0,2,827,337,0.95
,,,190425_194639_069_j01,,,30.59,-104.16,1627,green,190425_194639_069_j01,0,8,789,448,0.44
,,,190425_194639_070_j01,,,30.71,-103.59,1251,green,190425_194639_070_j01,0,14,826,497,0.9
,,,190425_194639_071_j01,,,30.81,-103.05,990,green,190425_194639_071_j01,0,1,853,142,0.92
,,,190425_194639_072_j01,,,30.92,-102.52,851,green,190425_194639_072_j01,0,1,867,224,0.46
,,,190425_194639_073_j01,,,31.01,-102.01,796,green,190425_194639_073_j01,0,1,873,170,0.68
,,,190425_194639_074_j01,,,31.11,-101.51,818,green,190425_194639_074_j01,0,1,871,263,0.6
,,,190425_194639_075_j01,,,31.2,-101.01,756,green,190425_194639_075_j01,0,1,877,274,0.84
,,,190425_194639_076_j01,,,31.29,-100.52,643,green,190425_194639_076_j01,0,1,889,228,0.29
,,,190425_194639_077_j01,,,31.38,-100.02,570,green,190425_194639_077_j01,0,1,897,180,0.59
,,,190425_194639_078_j01,,,31.46,-99.51,481,green,190425_194639_078_j01,0,1,907,240,0.94
,,,190425_194639_079_j01,,,31.55,-98.99,433,green,190425_194639_079_j01,0,0,912,180,1.13
,,,190425_194639_080_j01,,,31.63,-98.46,440,green,190425_194639_080_j01,0,1,911,180,1.1
,,,190425_194639_081_j01,,,31.72,-97.9,322,green,190425_194639_081_j01,0,1,924,322,0.57
,,,190425_194639_082_j01,,,31.81,-97.31,189,green,190425_194639_082_j01,0,2,939,255,1.11
,,,190425_194639_083_j01,,,31.9,-96.69,154,green,190425_194639_083_j01,0,5,928,456,0.25
,,,190425_194639_084_j01,,,31.99,-96.03,110,green,190425_194639_084_j01,0,3,948,346,0.43
,,,190425_194639_085_j01,,,32.08,-95.3,131,green,190425_194639_085_j01,0,6,945,318,0.33
,,,190425_194639_086_j01,,,32.18,-94.5,105,green,190425_194639_086_j01,13,36,452,270,0.42
,,,190425_194639_087_j01,,,32.28,-93.61,67,green,190425_194639_087_j01,24,13,702,270,0.54
,,,190425_194639_088_j01,,,32.39,-92.58,60,green,190425_194639_088_j01,24,0,673,332,0.52
,,,190425_194639_089_j01,,,32.5,-91.39,25,green,190425_194639_089_j01,60,3,849,364,0.63
,,,190425_194639_090_j01,,,32.61,-89.96,101,green,190425_194639_090_j01,55,24,754,215,0.35
,,,190425_194639_091_j01,,,29.47,-111.3,398,green,190425_194639_091_j01,0,1,917,314,0.29
,,,190425_194639_092_j01,,,29.8,-109.96,910,green,190425_194639_092_j01,0,2,862,246,0.25
,,,190425_194639_093_j01,,,30.07,-108.85,1561,yellow,190425_194639_093_j01,0,2,795,310,0.71
,,,190425_194639_094_j01,,,30.29,-107.88,1676,green,190425_194639_094_j01,0,2,784,294,0.27
,,,190425_194639_095_j01,,,30.48,-107.03,1311,yellow,190425_194639_095_j01,0,2,820,224,0.66
,,,190425_194639_096_j01,,,30.65,-106.26,1335,green,190425_194639_096_j01,2,3,755,309,0.57
,,,190425_194639_097_j01,,,30.8,-105.56,1375,yellow,190425_194639_097_j01,0,3,814,336,0.42
,,,190425_194639_098_j01,,,30.93,-104.92,1298,green,190425_194639_098_j01,0,3,821,365,0.7
,,,190425_194639_099_j01,,,31.06,-104.31,1359,green,190425_194639_099_j01,0,2,815,331,0.47
,,,190425_194639_100_j01,,,31.17,-103.74,937,green,190425_194639_100_j01,0,4,858,448,1.12
,,,190425_194639_101_j01,,,31.28,-103.19,805,green,190425_194639_101_j01,0,1,872,282,0.63
,,,190425_194639_102_j01,,,31.38,-102.66,757,green,190425_194639_102_j01,0,1,877,336,0.83
,,,190425_194639_103_j01,,,31.48,-102.15,844,green,190425_194639_103_j01,0,1,868,296,0.49
,,,190425_194639_104_j01,,,31.57,-101.64,813,green,190425_194639_104_j01,0,1,871,240,0.61
,,,190425_194639_105_j01,,,31.67,-101.14,765,green,190425_194639_105_j01,0,1,876,322,0.8
,,,190425_194639_106_j01,,,31.76,-100.65,677,green,190425_194639_106_j01,0,1,886,180,1.15
,,,190425_194639_107_j01,,,31.84,-100.14,566,green,190425_194639_107_j01,0,1,898,180,0.59
,,,190425_194639_108_j01,,,31.93,-99.64,578,green,190425_194639_108_j01,0,1,896,262,0.54
,,,190425_194639_109_j01,,,32.02,-99.11,498,green,190425_194639_109_j01,0,0,905,190,0.87
,,,190425_194639_110_j01,,,32.1,-98.58,425,green,190425_194639_110_j01,0,1,913,190,1.16
,,,190425_194639_111_j01,,,32.19,-98.02,341,green,190425_194639_111_j01,0,1,922,190,0.5
,,,190425_194639_112_j01,,,32.28,-97.43,226,green,190425_194639_112_j01,0,2,935,310,0.96
,,,190425_194639_113_j01,,,32.36,-96.8,163,green,190425_194639_113_j01,0,2,942,344,0.21
,,,190425_194639_114_j01,,,32.46,-96.13,125,green,190425_194639_114_j01,0,1,946,190,0.36
,,,190425_194639_115_j01,,,32.55,-95.4,131,green,190425_194639_115_j01,0,3,945,352,0.32
,,,190425_194639_116_j01,,,32.65,-94.6,101,green,190425_194639_116_j01,0,30,651,277,0.43
,,,190425_194639_117_j01,,,32.75,-93.7,67,green,190425_194639_117_j01,11,12,595,242,0.53
,,,190425_194639_118_j01,,,32.85,-92.67,62,green,190425_194639_118_j01,29,29,608,257,0.51
,,,190425_194639_119_j01,,,32.96,-91.48,31,green,190425_194639_119_j01,47,1,826,295,0.6
,,,190425_194639_120_j01,,,33.08,-90.03,83,yellow,190425_194639_120_j01,86,11,808,280,0.4
,,,190425_194711_001_j01,,,29.92,-111.48,661,green,190425_194711_001_j01,0,1,888,322,0.25
,,,190425_194711_002_j01,,,30.26,-110.14,1124,green,190425_194711_002_j01,0,2,839,252,0.41
,,,190425_194711_003_j01,,,30.52,-109.01,1410,green,190425_194711_003_j01,0,2,811,257,0.3
,,,190425_194711_004_j01,,,30.75,-108.04,1542,green,190425_194711_004_j01,0,1,797,327,0.78
,,,190425_194711_005_j01,,,30.94,-107.19,1268,green,190425_194711_005_j01,0,2,824,241,0.83
,,,190425_194711_006_j01,,,31.11,-106.42,1326,green,190425_194711_006_j01,0,1,818,275,0.6
,,,190425_194711_007_j01,,,31.26,-105.72,1289,green,190425_194711_007_j01,0,2,822,328,0.75
